job_title,company_url,company_name,job_country,job_posting_details
"Microsoft DevOps Engineer (Remote)
- job post",https://de.indeed.com/cmp/Dl-Remote?campaignid=mobvjcmp&from=mobviewjob&tk=1hkudgeh6jrjo802&fromjk=a52813706278e7de,DL Remote,60325 Frankfurt am Main•Homeoffice,Heute
job_title,company_url,company_name,job_country,job_posting_details
"DevOps Engineer (m/w/d) - Gigafactory Berlin-Brandenburg
- job post",https://de.indeed.com/cmp/Tesla?campaignid=mobvjcmp&from=mobviewjob&tk=1hkudkdurlg9p802&fromjk=781f4417775583b6,Tesla,Grünheide (Mark),Heute
